sector,component,total_degree,nu_x,nu_y,nu_z,lambda_x,lambda_y,lambda_z,value_over_kappa_sqrtpi
P,xz,14,3,1,0,6,3,1,63*sqrt(5)/777920
P,xz,14,3,1,0,8,1,1,3*sqrt(105)/141440
P,xz,14,3,1,1,4,1,4,-35*sqrt(6)/311168
P,xz,14,3,1,1,4,3,2,-21*sqrt(3)/155584
P,xz,14,3,1,1,4,5,0,-7*sqrt(30)/311168
P,xz,14,3,1,1,6,1,2,-63*sqrt(15)/777920
P,xz,14,3,1,1,6,3,0,-63*sqrt(5)/777920
P,xz,14,3,1,1,8,1,0,-3*sqrt(105)/141440
P,xz,14,3,1,2,4,1,3,35*sqrt(3)/155584
P,xz,14,3,1,2,4,3,1,21*sqrt(3)/155584
P,xz,14,3,1,2,6,1,1,63*sqrt(15)/777920
P,xz,14,3,1,3,4,1,2,-35*sqrt(3)/155584
P,xz,14,3,1,3,4,3,0,-21/155584
P,xz,14,3,1,3,6,1,0,-63*sqrt(5)/777920
P,xz,14,3,1,4,4,1,1,35*sqrt(6)/311168
P,xz,14,3,1,5,4,1,0,-7*sqrt(30)/311168
P,xz,14,3,2,0,4,0,5,-7*sqrt(15)/311168
P,xz,14,3,2,0,4,2,3,-21*sqrt(6)/311168
P,xz,14,3,2,0,4,4,1,-35*sqrt(3)/311168
P,xz,14,3,2,0,6,0,3,-63*sqrt(10)/1555840
P,xz,14,3,2,0,6,2,1,-63*sqrt(30)/1555840
P,xz,14,3,2,0,8,0,1,-3*sqrt(210)/282880
P,xz,14,3,2,1,4,0,4,35*sqrt(3)/311168
P,xz,14,3,2,1,4,2,2,63*sqrt(2)/311168
P,xz,14,3,2,1,4,4,0,35*sqrt(3)/311168
P,xz,14,3,2,1,6,0,2,63*sqrt(30)/1555840
P,xz,14,3,2,1,6,2,0,63*sqrt(30)/1555840
P,xz,14,3,2,1,8,0,0,3*sqrt(210)/282880
P,xz,14,3,2,2,4,0,3,-35*sqrt(6)/311168
P,xz,14,3,2,2,4,2,1,-63*sqrt(2)/311168
P,xz,14,3,2,2,6,0,1,-63*sqrt(30)/1555840
P,xz,14,3,2,3,4,0,2,35*sqrt(6)/311168
P,xz,14,3,2,3,4,2,0,21*sqrt(6)/311168
P,xz,14,3,2,3,6,0,0,63*sqrt(10)/1555840
P,xz,14,3,2,4,4,0,1,-35*sqrt(3)/311168
P,xz,14,3,2,5,4,0,0,7*sqrt(15)/311168
P,xz,14,3,3,0,4,1,3,21/155584
P,xz,14,3,3,0,4,3,1,35/155584
P,xz,14,3,3,0,6,1,1,63*sqrt(5)/777920
P,xz,14,3,3,1,4,1,2,-21*sqrt(3)/155584
P,xz,14,3,3,1,4,3,0,-35/155584
P,xz,14,3,3,1,6,1,0,-63*sqrt(5)/777920
P,xz,14,3,3,2,4,1,1,21*sqrt(3)/155584
P,xz,14,3,3,3,4,1,0,-21/155584
P,xz,14,3,4,0,4,0,3,-21/311168
P,xz,14,3,4,0,4,2,1,-35*sqrt(3)/311168
P,xz,14,3,4,0,6,0,1,-63*sqrt(5)/1555840
P,xz,14,3,4,1,4,0,2,21*sqrt(3)/311168
P,xz,14,3,4,1,4,2,0,35*sqrt(3)/311168
P,xz,14,3,4,1,6,0,0,63*sqrt(5)/1555840
P,xz,14,3,4,2,4,0,1,-21*sqrt(3)/311168
P,xz,14,3,4,3,4,0,0,21/311168
P,xz,14,3,5,0,4,1,1,7*sqrt(30)/311168
P,xz,14,3,5,1,4,1,0,-7*sqrt(30)/311168
P,xz,14,3,6,0,4,0,1,-7*sqrt(5)/311168
P,xz,14,3,6,1,4,0,0,7*sqrt(5)/311168
P,xz,14,4,0,0,5,0,5,63*sqrt(6)/622336
P,xz,14,4,0,0,5,2,3,63*sqrt(15)/1555840
P,xz,14,4,0,0,5,4,1,63*sqrt(30)/3111680
P,xz,14,4,0,0,7,0,3,9*sqrt(35)/141440
P,xz,14,4,0,0,7,2,1,3*sqrt(105)/141440
P,xz,14,4,0,0,9,0,1,sqrt(105)/21760
P,xz,14,4,0,1,5,0,4,-63*sqrt(30)/622336
P,xz,14,4,0,1,5,2,2,-189*sqrt(5)/1555840
P,xz,14,4,0,1,5,4,0,-63*sqrt(30)/3111680
P,xz,14,4,0,1,7,0,2,-9*sqrt(105)/141440
P,xz,14,4,0,1,7,2,0,-3*sqrt(105)/141440
P,xz,14,4,0,1,9,0,0,-sqrt(105)/21760
P,xz,14,4,0,2,5,0,3,63*sqrt(15)/311168
P,xz,14,4,0,2,5,2,1,189*sqrt(5)/1555840
P,xz,14,4,0,2,7,0,1,9*sqrt(105)/141440
P,xz,14,4,0,3,5,0,2,-63*sqrt(15)/311168
P,xz,14,4,0,3,5,2,0,-63*sqrt(15)/1555840
P,xz,14,4,0,3,7,0,0,-9*sqrt(35)/141440
P,xz,14,4,0,4,5,0,1,63*sqrt(30)/622336
P,xz,14,4,0,5,5,0,0,-63*sqrt(6)/622336
P,xz,14,4,1,0,5,1,3,-63*sqrt(30)/1555840
P,xz,14,4,1,0,5,3,1,-63*sqrt(30)/1555840
P,xz,14,4,1,0,7,1,1,-3*sqrt(210)/141440
P,xz,14,4,1,1,5,1,2,189*sqrt(10)/1555840
P,xz,14,4,1,1,5,3,0,63*sqrt(30)/1555840
P,xz,14,4,1,1,7,1,0,3*sqrt(210)/141440
P,xz,14,4,1,2,5,1,1,-189*sqrt(10)/1555840
P,xz,14,4,1,3,5,1,0,63*sqrt(30)/1555840
P,xz,14,4,2,0,5,0,3,63*sqrt(15)/1555840
P,xz,14,4,2,0,5,2,1,189*sqrt(5)/1555840
P,xz,14,4,2,0,7,0,1,3*sqrt(105)/141440
P,xz,14,4,2,1,5,0,2,-189*sqrt(5)/1555840
P,xz,14,4,2,1,5,2,0,-189*sqrt(5)/1555840
P,xz,14,4,2,1,7,0,0,-3*sqrt(105)/141440
P,xz,14,4,2,2,5,0,1,189*sqrt(5)/1555840
P,xz,14,4,2,3,5,0,0,-63*sqrt(15)/1555840
P,xz,14,4,3,0,5,1,1,-63*sqrt(30)/1555840
P,xz,14,4,3,1,5,1,0,63*sqrt(30)/1555840
P,xz,14,4,4,0,5,0,1,63*sqrt(30)/3111680
P,xz,14,4,4,1,5,0,0,-63*sqrt(30)/3111680
P,xz,14,5,0,0,6,0,3,-63/141440
P,xz,14,5,0,0,6,2,1,-21*sqrt(3)/141440
P,xz,14,5,0,0,8,0,1,-3*sqrt(21)/21760
P,xz,14,5,0,1,6,0,2,63*sqrt(3)/141440
P,xz,14,5,0,1,6,2,0,21*sqrt(3)/141440
P,xz,14,5,0,1,8,0,0,3*sqrt(21)/21760
P,xz,14,5,0,2,6,0,1,-63*sqrt(3)/141440
P,xz,14,5,0,3,6,0,0,63/141440
P,xz,14,5,1,0,6,1,1,21*sqrt(6)/141440
P,xz,14,5,1,1,6,1,0,-21*sqrt(6)/141440
P,xz,14,5,2,0,6,0,1,-21*sqrt(3)/141440
P,xz,14,5,2,1,6,0,0,21*sqrt(3)/141440
P,xz,14,6,0,0,7,0,1,3*sqrt(7)/10880
P,xz,14,6,0,1,7,0,0,-3*sqrt(7)/10880
P,yy,2,0,0,0,0,0,2,8*sqrt(2)/15
P,yy,2,0,0,0,0,2,0,-16*sqrt(2)/15
P,yy,2,0,0,0,2,0,0,8*sqrt(2)/15
P,yy,2,0,0,1,0,0,1,-16/15
P,yy,2,0,1,0,0,1,0,32/15
P,yy,2,1,0,0,1,0,0,-16/15
P,yy,4,0,0,0,0,0,4,4*sqrt(6)/105
P,yy,4,0,0,0,0,2,2,-4/105
P,yy,4,0,0,0,0,4,0,-8*sqrt(6)/105
P,yy,4,0,0,0,2,0,2,8/105
P,yy,4,0,0,0,2,2,0,-4/105
P,yy,4,0,0,0,4,0,0,4*sqrt(6)/105
P,yy,4,0,0,1,0,0,3,-8*sqrt(6)/105
P,yy,4,0,0,1,0,2,1,4*sqrt(2)/105
P,yy,4,0,0,1,2,0,1,-8*sqrt(2)/105
P,yy,4,0,0,2,0,0,2,8/35
P,yy,4,0,0,2,0,2,0,-4/105
P,yy,4,0,0,2,2,0,0,8/105
P,yy,4,0,1,0,0,1,2,4*sqrt(2)/105
P,yy,4,0,1,0,0,3,0,16*sqrt(6)/105
P,yy,4,0,1,0,2,1,0,4*sqrt(2)/105
P,yy,4,0,1,1,0,1,1,-8/105
P,yy,4,0,2,0,0,2,0,-16/35
P,yy,4,0,2,0,2,0,0,-4/105
P,yy,4,1,0,0,1,0,2,-8*sqrt(2)/105
P,yy,4,1,0,0,1,2,0,4*sqrt(2)/105
P,yy,4,1,0,0,3,0,0,-8*sqrt(6)/105
P,yy,4,1,0,1,1,0,1,16/105
P,yy,4,1,1,0,1,1,0,-8/105
P,yy,4,2,0,0,2,0,0,8/35
P,yy,6,0,0,0,0,0,6,-sqrt(5)/315
P,yy,6,0,0,0,0,4,2,sqrt(3)/315
P,yy,6,0,0,0,0,6,0,2*sqrt(5)/315
P,yy,6,0,0,0,2,0,4,-sqrt(3)/315
P,yy,6,0,0,0,2,4,0,sqrt(3)/315
P,yy,6,0,0,0,4,0,2,-sqrt(3)/315
P,yy,6,0,0,0,6,0,0,-sqrt(5)/315
P,yy,6,0,0,1,0,0,5,sqrt(30)/315
P,yy,6,0,0,1,0,4,1,-sqrt(6)/315
P,yy,6,0,0,1,2,0,3,2*sqrt(3)/315
P,yy,6,0,0,1,4,0,1,sqrt(6)/315
P,yy,6,0,0,2,0,0,4,-sqrt(3)/63
P,yy,6,0,0,2,0,4,0,sqrt(3)/315
P,yy,6,0,0,2,2,0,2,-sqrt(2)/105
P,yy,6,0,0,2,4,0,0,-sqrt(3)/315
P,yy,6,0,0,3,0,0,3,2/63
P,yy,6,0,0,3,2,0,1,2*sqrt(3)/315
P,yy,6,0,0,4,2,0,0,-sqrt(3)/315
P,yy,6,0,1,0,0,3,2,-2*sqrt(3)/315
P,yy,6,0,1,0,0,5,0,-2*sqrt(30)/315
P,yy,6,0,1,0,2,3,0,-2*sqrt(3)/315
P,yy,6,0,1,1,0,3,1,2*sqrt(6)/315
P,yy,6,0,1,2,0,3,0,-2*sqrt(3)/315
P,yy,6,0,2,0,0,2,2,sqrt(2)/105
P,yy,6,0,2,0,0,4,0,2*sqrt(3)/63
P,yy,6,0,2,0,2,2,0,sqrt(2)/105
P,yy,6,0,2,1,0,2,1,-2/105
P,yy,6,0,3,0,0,3,0,-4/63
P,yy,6,0,3,0,2,1,0,-2*sqrt(3)/315
P,yy,6,0,4,0,2,0,0,sqrt(3)/315
P,yy,6,1,0,0,1,0,4,sqrt(6)/315
P,yy,6,1,0,0,1,4,0,-sqrt(6)/315
P,yy,6,1,0,0,3,0,2,2*sqrt(3)/315
P,yy,6,1,0,0,5,0,0,sqrt(30)/315
P,yy,6,1,0,1,1,0,3,-2*sqrt(6)/315
P,yy,6,1,0,1,3,0,1,-2*sqrt(6)/315
P,yy,6,1,0,2,1,0,2,2/105
P,yy,6,1,0,2,3,0,0,2*sqrt(3)/315
P,yy,6,1,1,0,1,3,0,2*sqrt(6)/315
P,yy,6,1,2,0,1,2,0,-2/105
P,yy,6,2,0,0,2,0,2,-sqrt(2)/105
P,yy,6,2,0,0,4,0,0,-sqrt(3)/63
P,yy,6,2,0,1,2,0,1,2/105
P,yy,6,3,0,0,3,0,0,2/63
P,yy,8,0,0,0,0,0,8,sqrt(70)/6930
P,yy,8,0,0,0,0,2,6,sqrt(10)/13860
P,yy,8,0,0,0,0,4,4,-1/2310
P,yy,8,0,0,0,0,6,2,-sqrt(10)/2772
P,yy,8,0,0,0,0,8,0,-sqrt(70)/3465
P,yy,8,0,0,0,2,0,6,sqrt(10)/3465
P,yy,8,0,0,0,2,2,4,sqrt(6)/13860
P,yy,8,0,0,0,2,4,2,-sqrt(6)/6930
P,yy,8,0,0,0,2,6,0,-sqrt(10)/2772
P,yy,8,0,0,0,4,0,4,1/1155
P,yy,8,0,0,0,4,2,2,sqrt(6)/13860
P,yy,8,0,0,0,4,4,0,-1/2310
P,yy,8,0,0,0,6,0,2,sqrt(10)/3465
P,yy,8,0,0,0,6,2,0,sqrt(10)/13860
P,yy,8,0,0,0,8,0,0,sqrt(70)/6930
P,yy,8,0,0,1,0,0,7,-2*sqrt(35)/3465
P,yy,8,0,0,1,0,2,5,-sqrt(15)/6930
P,yy,8,0,0,1,0,4,3,1/1155
P,yy,8,0,0,1,0,6,1,sqrt(5)/1386
P,yy,8,0,0,1,2,0,5,-2*sqrt(15)/3465
P,yy,8,0,0,1,2,2,3,-sqrt(6)/6930
P,yy,8,0,0,1,2,4,1,sqrt(3)/3465
P,yy,8,0,0,1,4,0,3,-2/1155
P,yy,8,0,0,1,4,2,1,-sqrt(3)/6930
P,yy,8,0,0,1,6,0,1,-2*sqrt(5)/3465
P,yy,8,0,0,2,0,0,6,sqrt(10)/495
P,yy,8,0,0,2,0,2,4,sqrt(6)/2772
P,yy,8,0,0,2,0,4,2,-sqrt(6)/2310
P,yy,8,0,0,2,0,6,0,-sqrt(10)/2772
P,yy,8,0,0,2,2,0,4,sqrt(6)/693
P,yy,8,0,0,2,2,2,2,1/2310
P,yy,8,0,0,2,2,4,0,-sqrt(6)/6930
P,yy,8,0,0,2,4,0,2,sqrt(6)/1155
P,yy,8,0,0,2,4,2,0,sqrt(6)/13860
P,yy,8,0,0,2,6,0,0,sqrt(10)/3465
P,yy,8,0,0,3,0,0,5,-2*sqrt(5)/495
P,yy,8,0,0,3,0,2,3,-sqrt(2)/1386
P,yy,8,0,0,3,0,4,1,1/1155
P,yy,8,0,0,3,2,0,3,-2*sqrt(2)/693
P,yy,8,0,0,3,2,2,1,-sqrt(6)/6930
P,yy,8,0,0,3,4,0,1,-2/1155
P,yy,8,0,0,4,0,0,4,1/99
P,yy,8,0,0,4,0,2,2,sqrt(6)/2772
P,yy,8,0,0,4,0,4,0,-1/2310
P,yy,8,0,0,4,2,0,2,sqrt(6)/693
P,yy,8,0,0,4,2,2,0,sqrt(6)/13860
P,yy,8,0,0,4,4,0,0,1/1155
P,yy,8,0,0,5,0,2,1,-sqrt(15)/6930
P,yy,8,0,0,5,2,0,1,-2*sqrt(15)/3465
P,yy,8,0,0,6,0,2,0,sqrt(10)/13860
P,yy,8,0,0,6,2,0,0,sqrt(10)/3465
P,yy,8,0,1,0,0,1,6,-sqrt(5)/6930
P,yy,8,0,1,0,0,3,4,1/1155
P,yy,8,0,1,0,0,5,2,sqrt(15)/1386
P,yy,8,0,1,0,0,7,0,4*sqrt(35)/3465
P,yy,8,0,1,0,2,1,4,-sqrt(3)/6930
P,yy,8,0,1,0,2,3,2,sqrt(6)/3465
P,yy,8,0,1,0,2,5,0,sqrt(15)/1386
P,yy,8,0,1,0,4,1,2,-sqrt(3)/6930
P,yy,8,0,1,0,4,3,0,1/1155
P,yy,8,0,1,0,6,1,0,-sqrt(5)/6930
P,yy,8,0,1,1,0,1,5,sqrt(30)/6930
P,yy,8,0,1,1,0,3,3,-2/1155
P,yy,8,0,1,1,0,5,1,-sqrt(30)/1386
P,yy,8,0,1,1,2,1,3,sqrt(3)/3465
P,yy,8,0,1,1,2,3,1,-2*sqrt(3)/3465
P,yy,8,0,1,1,4,1,1,sqrt(6)/6930
P,yy,8,0,1,2,0,1,4,-sqrt(3)/1386
P,yy,8,0,1,2,0,3,2,sqrt(6)/1155
P,yy,8,0,1,2,0,5,0,sqrt(15)/1386
P,yy,8,0,1,2,2,1,2,-sqrt(2)/2310
P,yy,8,0,1,2,2,3,0,sqrt(6)/3465
P,yy,8,0,1,2,4,1,0,-sqrt(3)/6930
P,yy,8,0,1,3,0,1,3,1/693
P,yy,8,0,1,3,0,3,1,-2/1155
P,yy,8,0,1,3,2,1,1,sqrt(3)/3465
P,yy,8,0,1,4,0,3,0,1/1155
P,yy,8,0,1,4,2,1,0,-sqrt(3)/6930
P,yy,8,0,2,0,0,2,4,-sqrt(6)/2310
P,yy,8,0,2,0,0,4,2,-5*sqrt(6)/2772
P,yy,8,0,2,0,0,6,0,-2*sqrt(10)/495
P,yy,8,0,2,0,2,0,4,sqrt(6)/13860
P,yy,8,0,2,0,2,2,2,-1/1155
P,yy,8,0,2,0,2,4,0,-5*sqrt(6)/2772
P,yy,8,0,2,0,4,0,2,sqrt(6)/13860
P,yy,8,0,2,0,4,2,0,-sqrt(6)/2310
P,yy,8,0,2,0,6,0,0,sqrt(10)/13860
P,yy,8,0,2,1,0,2,3,sqrt(6)/1155
P,yy,8,0,2,1,0,4,1,5*sqrt(3)/1386
P,yy,8,0,2,1,2,0,3,-sqrt(6)/6930
P,yy,8,0,2,1,2,2,1,sqrt(2)/1155
P,yy,8,0,2,1,4,0,1,-sqrt(3)/6930
P,yy,8,0,2,2,0,2,2,-1/385
P,yy,8,0,2,2,0,4,0,-5*sqrt(6)/2772
P,yy,8,0,2,2,2,0,2,1/2310
P,yy,8,0,2,2,2,2,0,-1/1155
P,yy,8,0,2,2,4,0,0,sqrt(6)/13860
P,yy,8,0,2,3,2,0,1,-sqrt(6)/6930
P,yy,8,0,2,4,2,0,0,sqrt(6)/13860
P,yy,8,0,3,0,0,3,2,5*sqrt(2)/1386
P,yy,8,0,3,0,0,5,0,4*sqrt(5)/495
P,yy,8,0,3,0,2,1,2,sqrt(6)/3465
P,yy,8,0,3,0,2,3,0,5*sqrt(2)/1386
P,yy,8,0,3,0,4,1,0,1/1155
P,yy,8,0,3,1,0,3,1,-5/693
P,yy,8,0,3,1,2,1,1,-2*sqrt(3)/3465
P,yy,8,0,3,2,2,1,0,sqrt(6)/3465
P,yy,8,0,4,0,0,4,0,-2/99
P,yy,8,0,4,0,2,0,2,-sqrt(6)/6930
P,yy,8,0,4,0,2,2,0,-5*sqrt(6)/2772
P,yy,8,0,4,0,4,0,0,-1/2310
P,yy,8,0,4,1,2,0,1,sqrt(3)/3465
P,yy,8,0,4,2,2,0,0,-sqrt(6)/6930
P,yy,8,0,5,0,2,1,0,sqrt(15)/1386
P,yy,8,0,6,0,2,0,0,-sqrt(10)/2772
P,yy,8,1,0,0,1,0,6,-2*sqrt(5)/3465
P,yy,8,1,0,0,1,2,4,-sqrt(3)/6930
P,yy,8,1,0,0,1,4,2,sqrt(3)/3465
P,yy,8,1,0,0,1,6,0,sqrt(5)/1386
P,yy,8,1,0,0,3,0,4,-2/1155
P,yy,8,1,0,0,3,2,2,-sqrt(6)/6930
P,yy,8,1,0,0,3,4,0,1/1155
P,yy,8,1,0,0,5,0,2,-2*sqrt(15)/3465
P,yy,8,1,0,0,5,2,0,-sqrt(15)/6930
P,yy,8,1,0,0,7,0,0,-2*sqrt(35)/3465
P,yy,8,1,0,1,1,0,5,2*sqrt(30)/3465
P,yy,8,1,0,1,1,2,3,sqrt(3)/3465
P,yy,8,1,0,1,1,4,1,-sqrt(6)/3465
P,yy,8,1,0,1,3,0,3,4/1155
P,yy,8,1,0,1,3,2,1,sqrt(3)/3465
P,yy,8,1,0,1,5,0,1,2*sqrt(30)/3465
P,yy,8,1,0,2,1,0,4,-2*sqrt(3)/693
P,yy,8,1,0,2,1,2,2,-sqrt(2)/2310
P,yy,8,1,0,2,1,4,0,sqrt(3)/3465
P,yy,8,1,0,2,3,0,2,-2*sqrt(6)/1155
P,yy,8,1,0,2,3,2,0,-sqrt(6)/6930
P,yy,8,1,0,2,5,0,0,-2*sqrt(15)/3465
P,yy,8,1,0,3,1,0,3,4/693
P,yy,8,1,0,3,1,2,1,sqrt(3)/3465
P,yy,8,1,0,3,3,0,1,4/1155
P,yy,8,1,0,4,1,2,0,-sqrt(3)/6930
P,yy,8,1,0,4,3,0,0,-2/1155
P,yy,8,1,1,0,1,1,4,sqrt(6)/6930
P,yy,8,1,1,0,1,3,2,-2*sqrt(3)/3465
P,yy,8,1,1,0,1,5,0,-sqrt(30)/1386
P,yy,8,1,1,0,3,1,2,sqrt(3)/3465
P,yy,8,1,1,0,3,3,0,-2/1155
P,yy,8,1,1,0,5,1,0,sqrt(30)/6930
P,yy,8,1,1,1,1,1,3,-sqrt(6)/3465
P,yy,8,1,1,1,1,3,1,2*sqrt(6)/3465
P,yy,8,1,1,1,3,1,1,-sqrt(6)/3465
P,yy,8,1,1,2,1,1,2,1/1155
P,yy,8,1,1,2,1,3,0,-2*sqrt(3)/3465
P,yy,8,1,1,2,3,1,0,sqrt(3)/3465
P,yy,8,1,2,0,1,2,2,sqrt(2)/1155
P,yy,8,1,2,0,1,4,0,5*sqrt(3)/1386
P,yy,8,1,2,0,3,0,2,-sqrt(6)/6930
P,yy,8,1,2,0,3,2,0,sqrt(6)/1155
P,yy,8,1,2,0,5,0,0,-sqrt(15)/6930
P,yy,8,1,2,1,1,2,1,-2/1155
P,yy,8,1,2,1,3,0,1,sqrt(3)/3465
P,yy,8,1,2,2,3,0,0,-sqrt(6)/6930
P,yy,8,1,3,0,1,3,0,-5/693
P,yy,8,1,3,0,3,1,0,-2/1155
P,yy,8,1,4,0,3,0,0,1/1155
P,yy,8,2,0,0,2,0,4,sqrt(6)/1155
P,yy,8,2,0,0,2,2,2,1/2310
P,yy,8,2,0,0,2,4,0,-sqrt(6)/2310
P,yy,8,2,0,0,4,0,2,sqrt(6)/693
P,yy,8,2,0,0,4,2,0,sqrt(6)/2772
P,yy,8,2,0,0,6,0,0,sqrt(10)/495
P,yy,8,2,0,1,2,0,3,-2*sqrt(6)/1155
P,yy,8,2,0,1,2,2,1,-sqrt(2)/2310
P,yy,8,2,0,1,4,0,1,-2*sqrt(3)/693
P,yy,8,2,0,2,2,0,2,2/385
P,yy,8,2,0,2,2,2,0,1/2310
P,yy,8,2,0,2,4,0,0,sqrt(6)/693
P,yy,8,2,1,0,2,1,2,-sqrt(2)/2310
P,yy,8,2,1,0,2,3,0,sqrt(6)/1155
P,yy,8,2,1,0,4,1,0,-sqrt(3)/1386
P,yy,8,2,1,1,2,1,1,1/1155
P,yy,8,2,2,0,2,2,0,-1/385
P,yy,8,2,2,0,4,0,0,sqrt(6)/2772
P,yy,8,3,0,0,3,0,2,-2*sqrt(2)/693
P,yy,8,3,0,0,3,2,0,-sqrt(2)/1386
P,yy,8,3,0,0,5,0,0,-2*sqrt(5)/495
P,yy,8,3,0,1,3,0,1,4/693
P,yy,8,3,1,0,3,1,0,1/693
P,yy,8,4,0,0,4,0,0,1/99
P,yy,10,0,0,0,0,0,10,-5*sqrt(7)/48048
P,yy,10,0,0,0,0,2,8,-sqrt(35)/72072
P,yy,10,0,0,0,0,4,6,sqrt(30)/144144
P,yy,10,0,0,0,0,6,4,sqrt(30)/36036
P,yy,10,0,0,0,0,8,2,sqrt(35)/20592
P,yy,10,0,0,0,0,10,0,5*sqrt(7)/24024
P,yy,10,0,0,0,2,0,8,-5*sqrt(35)/144144
P,yy,10,0,0,0,2,2,6,-sqrt(5)/36036
P,yy,10,0,0,0,2,4,4,sqrt(2)/48048
P,yy,10,0,0,0,2,6,2,sqrt(5)/18018
P,yy,10,0,0,0,2,8,0,sqrt(35)/20592
P,yy,10,0,0,0,4,0,6,-5*sqrt(30)/144144
P,yy,10,0,0,0,4,2,4,-sqrt(2)/24024
P,yy,10,0,0,0,4,4,2,sqrt(2)/48048
P,yy,10,0,0,0,4,6,0,sqrt(30)/36036
P,yy,10,0,0,0,6,0,4,-5*sqrt(30)/144144
P,yy,10,0,0,0,6,2,2,-sqrt(5)/36036
P,yy,10,0,0,0,6,4,0,sqrt(30)/144144
P,yy,10,0,0,0,8,0,2,-5*sqrt(35)/144144
P,yy,10,0,0,0,8,2,0,-sqrt(35)/72072
P,yy,10,0,0,0,10,0,0,-5*sqrt(7)/48048
P,yy,10,0,0,1,0,0,9,5*sqrt(70)/48048
P,yy,10,0,0,1,0,2,7,sqrt(70)/36036
P,yy,10,0,0,1,0,4,5,-sqrt(5)/24024
P,yy,10,0,0,1,0,6,3,-sqrt(30)/18018
P,yy,10,0,0,1,0,8,1,-sqrt(70)/20592
P,yy,10,0,0,1,2,0,7,5*sqrt(70)/72072
P,yy,10,0,0,1,2,2,5,sqrt(30)/36036
P,yy,10,0,0,1,2,4,3,-sqrt(2)/24024
P,yy,10,0,0,1,2,6,1,-sqrt(10)/18018
P,yy,10,0,0,1,4,0,5,5*sqrt(5)/24024
P,yy,10,0,0,1,4,2,3,sqrt(2)/12012
P,yy,10,0,0,1,4,4,1,-1/24024
P,yy,10,0,0,1,6,0,3,5*sqrt(30)/72072
P,yy,10,0,0,1,6,2,1,sqrt(10)/36036
P,yy,10,0,0,1,8,0,1,5*sqrt(70)/144144
P,yy,10,0,0,2,0,0,8,-5*sqrt(35)/16016
P,yy,10,0,0,2,0,2,6,-sqrt(5)/5148
P,yy,10,0,0,2,0,4,4,5*sqrt(2)/48048
P,yy,10,0,0,2,0,6,2,sqrt(5)/6006
P,yy,10,0,0,2,0,8,0,sqrt(35)/20592
P,yy,10,0,0,2,2,0,6,-5*sqrt(5)/10296
P,yy,10,0,0,2,2,2,4,-5*sqrt(3)/36036
P,yy,10,0,0,2,2,4,2,sqrt(3)/24024
P,yy,10,0,0,2,2,6,0,sqrt(5)/18018
P,yy,10,0,0,2,4,0,4,-25*sqrt(2)/48048
P,yy,10,0,0,2,4,2,2,-sqrt(3)/12012
P,yy,10,0,0,2,4,4,0,sqrt(2)/48048
P,yy,10,0,0,2,6,0,2,-5*sqrt(5)/24024
P,yy,10,0,0,2,6,2,0,-sqrt(5)/36036
P,yy,10,0,0,2,8,0,0,-5*sqrt(35)/144144
P,yy,10,0,0,3,0,0,7,5*sqrt(210)/24024
P,yy,10,0,0,3,0,2,5,sqrt(10)/5148
P,yy,10,0,0,3,0,4,3,-5*sqrt(6)/72072
P,yy,10,0,0,3,0,6,1,-sqrt(30)/18018
P,yy,10,0,0,3,2,0,5,5*sqrt(10)/10296
P,yy,10,0,0,3,2,2,3,5/18018
P,yy,10,0,0,3,2,4,1,-sqrt(2)/24024
P,yy,10,0,0,3,4,0,3,25*sqrt(6)/72072
P,yy,10,0,0,3,4,2,1,sqrt(2)/12012
P,yy,10,0,0,3,6,0,1,5*sqrt(30)/72072
P,yy,10,0,0,4,0,0,6,-5*sqrt(30)/6864
P,yy,10,0,0,4,0,2,4,-5*sqrt(2)/10296
P,yy,10,0,0,4,0,4,2,5*sqrt(2)/48048
P,yy,10,0,0,4,0,6,0,sqrt(30)/36036
P,yy,10,0,0,4,2,0,4,-25*sqrt(2)/20592
P,yy,10,0,0,4,2,2,2,-5*sqrt(3)/36036
P,yy,10,0,0,4,2,4,0,sqrt(2)/48048
P,yy,10,0,0,4,4,0,2,-25*sqrt(2)/48048
P,yy,10,0,0,4,4,2,0,-sqrt(2)/24024
P,yy,10,0,0,4,6,0,0,-5*sqrt(30)/144144
P,yy,10,0,0,5,0,0,5,5/1144
P,yy,10,0,0,5,0,2,3,sqrt(10)/5148
P,yy,10,0,0,5,0,4,1,-sqrt(5)/24024
P,yy,10,0,0,5,2,0,3,5*sqrt(10)/10296
P,yy,10,0,0,5,2,2,1,sqrt(30)/36036
P,yy,10,0,0,5,4,0,1,5*sqrt(5)/24024
P,yy,10,0,0,6,0,2,2,-sqrt(5)/5148
P,yy,10,0,0,6,0,4,0,sqrt(30)/144144
P,yy,10,0,0,6,2,0,2,-5*sqrt(5)/10296
P,yy,10,0,0,6,2,2,0,-sqrt(5)/36036
P,yy,10,0,0,6,4,0,0,-5*sqrt(30)/144144
P,yy,10,0,0,7,0,2,1,sqrt(70)/36036
P,yy,10,0,0,7,2,0,1,5*sqrt(70)/72072
P,yy,10,0,0,8,0,2,0,-sqrt(35)/72072
P,yy,10,0,0,8,2,0,0,-5*sqrt(35)/144144
P,yy,10,0,1,0,0,1,8,sqrt(70)/72072
P,yy,10,0,1,0,0,3,6,-sqrt(30)/72072
